KSP166 Nama 119
KSP168 Khomani 120
KSP169 Khomani 121
KSP170 Khomani 122
KSP171 Khomani 123
KSP172 Khomani 124
KSP173 Khomani 125
KSP174 Khomani 126
KSP175 SEBantu 127
KSP176 SEBantu 128
KSP177 SEBantu 129
KSP178 SEBantu 130
KSP179 SEBantu 131
KSP180 SEBantu 132
KSP181 SEBantu 133
KSP182 SEBantu 134
KSP183 SEBantu 135
KSP184 SEBantu 136
KSP185 SEBantu 137
KSP186 SEBantu 138
KSP187 SEBantu 139
KSP188 SEBantu 140
KSP189 SEBantu 141
KSP190 SEBantu 142
KSP191 SEBantu 143
KSP192 SEBantu 144
KSP193 SEBantu 145
KSP194 SEBantu 146
KSP207 Khomani 147
KSP208 Khomani 148
KSP209 Khomani 149
KSP210 Khomani 150
KSP211 Khomani 151
KSP212 Khomani 152
KSP213 Khomani 153
KSP214 Khomani 154
KSP215 Khomani 155
KSP216 Khomani 156
KSP217 Khomani 157
KSP218 Khomani 158
KSP219 Khomani 159
KSP220 Khomani 160
KSP221 Khomani 161
KSP222 Khomani 162
KSP223 Khomani 163
KSP224 GuiGhanaKgal 164
KSP225 GuiGhanaKgal 165
KSP226 GuiGhanaKgal 166
KSP227 GuiGhanaKgal 167
KSP228 GuiGhanaKgal 168
NA18486 YRI 169
NA18487 YRI 170
NA18489 YRI 171
NA18498 YRI 172
NA18499 YRI 173
NA18501 YRI 174
NA18502 YRI 175
NA18504 YRI 176
NA18505 YRI 177
NA18508 YRI 178
NA18510 YRI 179
NA18511 YRI 180
NA18516 YRI 181
NA18517 YRI 182
NA18519 YRI 183
NA18520 YRI 184
NA18522 YRI 185
NA18523 YRI 186
NA18853 YRI 187
NA18856 YRI 188
NA18858 YRI 189
NA18861 YRI 190
NA18867 YRI 191
NA18868 YRI 192
NA18870 YRI 193
NA18871 YRI 194
NA18873 YRI 195
NA18874 YRI 196
NA18907 YRI 197
NA18908 YRI 198
NA18909 YRI 199
NA18910 YRI 200
NA18912 YRI 201
NA18916 YRI 202
NA18917 YRI 203
NA18923 YRI 204
NA18924 YRI 205
NA18933 YRI 206
NA18934 YRI 207
NA19093 YRI 208
NA19095 YRI 209
NA19096 YRI 210
NA19098 YRI 211
NA19099 YRI 212
NA19102 YRI 213
NA19107 YRI 214
NA19108 YRI 215
NA19113 YRI 216
NA19114 YRI 217
NA19116 YRI 218
NA19117 YRI 219
NA19118 YRI 220
NA19119 YRI 221
NA19121 YRI 222
NA19130 YRI 223
NA19131 YRI 224
NA19137 YRI 225
NA19138 YRI 226
NA19146 YRI 227
NA19147 YRI 228
NA19149 YRI 229
NA19150 YRI 230
NA19152 YRI 231
NA19160 YRI 232
NA19171 YRI 233
NA19172 YRI 234
NA19175 YRI 235
NA19185 YRI 236
NA19189 YRI 237
NA19190 YRI 238
NA19197 YRI 239
NA19198 YRI 240
NA19200 YRI 241
NA19204 YRI 242
NA19207 YRI 243
NA19209 YRI 244
NA19213 YRI 245
NA19222 YRI 246
NA19223 YRI 247
NA19225 YRI 248
NA19235 YRI 249
NA19236 YRI 250
NA19247 YRI 251
NA19248 YRI 252
NA19256 YRI 253
NA19257 YRI 254
NA06984 CEU 255
NA06986 CEU 256
NA06989 CEU 257
NA06994 CEU 258
NA07000 CEU 259
NA07037 CEU 260
NA07051 CEU 261
NA07056 CEU 262
NA07347 CEU 263
NA07357 CEU 264
NA11829 CEU 265
NA11830 CEU 266
NA11831 CEU 267
NA11843 CEU 268
NA11892 CEU 269
NA11893 CEU 270
NA11894 CEU 271
NA11919 CEU 272
NA11920 CEU 273
NA11930 CEU 274
NA11931 CEU 275
NA11992 CEU 276
NA11993 CEU 277
NA11994 CEU 278
NA11995 CEU 279
NA12003 CEU 280
NA12006 CEU 281
NA12043 CEU 282
NA12044 CEU 283
NA12045 CEU 284
NA12144 CEU 285
NA12154 CEU 286
NA12155 CEU 287
NA12249 CEU 288
NA12272 CEU 289
NA12273 CEU 290
NA12275 CEU 291
NA12282 CEU 292
NA12283 CEU 293
NA12286 CEU 294
NA12287 CEU 295
NA12340 CEU 296
NA12341 CEU 297
NA12342 CEU 298
NA12347 CEU 299
NA12348 CEU 300
NA12383 CEU 301
NA12399 CEU 302
NA12400 CEU 303
NA12413 CEU 304
NA12489 CEU 305
NA12546 CEU 306
NA12716 CEU 307
NA12718 CEU 308
NA12748 CEU 309
NA12749 CEU 310
NA12750 CEU 311
NA12751 CEU 312
NA12761 CEU 313
NA12763 CEU 314
NA12775 CEU 315
NA12777 CEU 316
NA12778 CEU 317
NA12812 CEU 318
NA12814 CEU 319
NA12815 CEU 320
NA12827 CEU 321
NA12829 CEU 322
NA12830 CEU 323
NA12842 CEU 324
NA12843 CEU 325
NA12872 CEU 326
NA12873 CEU 327
NA12874 CEU 328
NA12889 CEU 329
NA12890 CEU 330
NA18526 CHB 331
NA18532 CHB 332
NA18534 CHB 333
NA18536 CHB 334
NA18537 CHB 335
NA18542 CHB 336
NA18543 CHB 337
NA18544 CHB 338
NA18545 CHB 339
NA18546 CHB 340
NA18548 CHB 341
NA18550 CHB 342
NA18552 CHB 343
NA18555 CHB 344
NA18557 CHB 345
NA18558 CHB 346
NA18559 CHB 347
NA18561 CHB 348
NA18562 CHB 349
NA18563 CHB 350
NA18564 CHB 351
NA18566 CHB 352
NA18570 CHB 353
NA18571 CHB 354
NA18572 CHB 355
NA18573 CHB 356
NA18576 CHB 357
NA18577 CHB 358
NA18579 CHB 359
NA18582 CHB 360
NA18592 CHB 361
NA18593 CHB 362
NA18595 CHB 363
NA18596 CHB 364
NA18597 CHB 365
NA18599 CHB 366
NA18602 CHB 367
NA18603 CHB 368
NA18605 CHB 369
NA18608 CHB 370
NA18609 CHB 371
NA18610 CHB 372
NA18611 CHB 373
NA18612 CHB 374
NA18613 CHB 375
NA18614 CHB 376
NA18615 CHB 377
NA18616 CHB 378
NA18617 CHB 379
NA18618 CHB 380
NA18619 CHB 381
NA18620 CHB 382
NA18621 CHB 383
NA18622 CHB 384
NA18623 CHB 385
NA18624 CHB 386
NA18626 CHB 387
NA18627 CHB 388
NA18628 CHB 389
NA18630 CHB 390
NA18631 CHB 391
NA18632 CHB 392
NA18633 CHB 393
NA18634 CHB 394
NA18635 CHB 395
NA18636 CHB 396
NA18637 CHB 397
NA18638 CHB 398
NA18639 CHB 399
NA18640 CHB 400
NA18641 CHB 401
NA18642 CHB 402
NA18643 CHB 403
NA18645 CHB 404
NA18647 CHB 405
NA18740 CHB 406
NA18745 CHB 407
NA18747 CHB 408
NA18748 CHB 409
NA18749 CHB 410
NA18757 CHB 411
ABT Test 412
NA18507 YRI 413
NA19239 YRI 414
NA19238 YRI 415
JW EUR 416
NA12891 CEU 417
indian indian 418
NA18943 JPT 419
AK1 KOR 420
HGDP00448 Biaka 421
HGDP00479 Biaka 422
HGDP00985 Biaka 423
HGDP01094 Biaka 424
HGDP00982 Mbuti 425
HGDP00461 Biaka 426
HGDP00451 Biaka 427
HGDP00986 Biaka 428
HGDP00449 Mbuti 429
HGDP00983 Mbuti 430
HGDP01408 Bantu_N.E. 431
HGDP00991 San 432
HGDP01411 Bantu_N.E. 433
HGDP00464 Biaka 434
HGDP01084 Biaka 435
HGDP00450 Mbuti 436
HGDP00984 Mbuti 437
HGDP01412 Bantu_N.E. 438
HGDP01029 San 439
HGDP00465 Biaka 440
HGDP01085 Biaka 441
HGDP00456 Mbuti 442
HGDP01081 Mbuti 443
HGDP01413 Bantu_N.E. 444
HGDP01032 San 445
HGDP00466 Biaka 446
HGDP00454 Biaka 447
HGDP01086 Biaka 448
HGDP00462 Mbuti 449
HGDP00992 San 450
HGDP01414 Bantu_N.E. 451
HGDP01036 San 452
HGDP00469 Biaka 453
HGDP00455 Biaka 454
HGDP01087 Biaka 455
HGDP00463 Mbuti 456
HGDP01415 Bantu_N.E. 457
HGDP00993 Bantu_S.E. 458
HGDP00470 Biaka 459
HGDP00457 Biaka 460
HGDP01088 Biaka 461
HGDP00467 Mbuti 462
HGDP01416 Bantu_N.E. 463
HGDP00994 Bantu_S.E. 464
HGDP00473 Biaka 465
HGDP00459 Biaka 466
HGDP01090 Biaka 467
HGDP00471 Mbuti 468
HGDP01418 Bantu_N.E. 469
HGDP01034 Bantu_S.E. 470
HGDP00472 Biaka 471
HGDP00458 Biaka 472
HGDP01089 Biaka 473
HGDP00468 Mbuti 474
HGDP00475 Biaka 475
HGDP00460 Biaka 476
HGDP01091 Biaka 477
HGDP00474 Mbuti 478
HGDP00477 Biaka 479
HGDP00476 Mbuti 480
HGDP01093 Biaka 481
HGDP00478 Mbuti 482
HGDP00988 San 483
HGDP01405 Bantu_N.E. 484
HGDP01419 Bantu_N.E. 485
HGDP01033 Bantu_S.E. 486
HGDP01417 Bantu_N.E. 487
HGDP01030 Bantu_S.E. 488
HGDP01406 Bantu_N.E. 489

